review_id,customer_id,product_id,rating,review_text,review_date
203,3807,1527,1,Good product,2024-05-23
204,3807,450,5,Good product,2024-05-23
205,2661,1068,4,Good product,2022-05-03
206,216,1127,1,Good product,2023-10-27
207,1768,1384,4,Good product,2022-02-16
208,1715,735,3,Good product,2022-05-08
209,4752,1702,5,Good product,2023-10-18
210,1830,1277,2,Good product,2025-02-21
211,3825,299,3,Good product,2023-09-28
212,392,343,2,Good product,2025-05-12
213,4898,935,2,Good product,2022-02-25
214,2206,251,5,Good product,2022-11-22
215,4096,837,1,Good product,2022-01-31
216,2863,1558,5,Good product,2024-09-14
217,3249,1030,4,Good product,2023-04-02
218,1348,1773,3,Good product,2022-11-30
219,4904,1790,2,Good product,2024-03-30
220,182,203,1,Good product,2024-12-31
221,182,59,1,Good product,2024-12-31
222,4298,203,2,Good product,2026-03-25
223,4298,1138,1,Good product,2026-03-25
224,4461,1155,4,Good product,2025-06-12
225,3067,663,3,Good product,2026-02-24
226,3370,206,3,Good product,2024-02-04
227,2281,778,2,Good product,2023-10-08
228,1021,346,5,Good product,2025-06-10
229,3281,1207,5,Good product,2023-03-29
230,3770,1630,2,Good product,2024-06-17
231,225,207,3,Good product,2022-07-01
232,414,1388,2,Good product,2024-02-28
233,2297,1687,2,Good product,2025-03-28
234,2297,190,2,Good product,2025-03-28
235,1286,1129,2,Good product,2024-01-11
236,2100,1832,3,Good product,2023-09-09
237,2100,895,2,Good product,2023-09-09
238,4884,495,3,Good product,2026-05-11
239,3601,613,4,Good product,2025-07-30
240,2697,1652,4,Good product,2026-02-22
241,2094,48,3,Good product,2023-08-18
242,1705,1305,3,Good product,2022-07-31
243,4410,1323,1,Good product,2024-11-24
244,3974,1878,5,Good product,2024-08-21
245,3266,691,1,Good product,2022-12-08
246,3264,743,2,Good product,2023-06-10
247,674,1638,5,Good product,2025-05-28
248,2634,167,5,Good product,2024-02-23
249,2147,164,4,Good product,2024-07-26
250,967,1300,5,Good product,2023-12-30
251,967,1061,4,Good product,2023-12-30
252,4857,1136,4,Good product,2023-09-12
253,4860,251,2,Good product,2025-10-29
254,2801,766,5,Good product,2022-11-23
255,2801,612,5,Good product,2022-11-23
256,4781,1732,5,Good product,2025-07-16
257,2610,118,4,Good product,2024-08-24
258,2692,445,4,Good product,2025-10-26
259,3698,928,2,Good product,2023-10-10
260,3698,1220,5,Good product,2023-10-10
261,3698,1837,3,Good product,2023-10-10
262,2635,291,4,Good product,2022-02-25
263,4824,1395,2,Good product,2022-06-25
264,686,138,4,Good product,2025-12-02
265,955,708,1,Good product,2023-07-01
266,811,1346,2,Good product,2024-01-29
267,1737,1481,3,Good product,2024-02-28
268,3053,681,1,Good product,2023-10-02
269,510,110,4,Good product,2024-11-16
270,1031,1710,2,Good product,2025-11-19
271,1031,854,5,Good product,2025-11-19
272,3366,537,4,Good product,2024-05-08
273,3537,390,3,Good product,2024-04-28
274,3936,1071,3,Good product,2024-05-25
275,4976,970,5,Good product,2023-06-24
276,4447,1601,4,Good product,2025-07-01
277,378,695,1,Good product,2025-01-06
278,378,929,4,Good product,2025-01-06
279,1828,1381,1,Good product,2024-10-07
280,4117,1607,2,Good product,2026-02-13
281,4117,151,4,Good product,2026-02-13
282,3311,572,2,Good product,2022-05-05
283,4144,162,3,Good product,2023-06-12
284,865,1808,3,Good product,2022-12-23
285,3405,1264,3,Good product,2022-07-22
286,3712,1036,1,Good product,2023-07-30
287,3124,1029,5,Good product,2025-01-29
288,1586,709,5,Good product,2023-11-14
289,457,574,2,Good product,2025-03-09
290,457,47,2,Good product,2025-03-09
291,2583,1385,1,Good product,2026-02-12
292,1512,1955,5,Good product,2026-01-14
293,1326,1361,3,Good product,2024-08-13
294,3385,1463,2,Good product,2026-03-30
295,4902,1064,2,Good product,2023-05-15
296,2738,1168,1,Good product,2025-09-23
297,3689,553,1,Good product,2025-04-14
298,2590,1129,1,Good product,2022-04-20
299,4252,439,3,Good product,2023-12-13
300,1175,466,3,Good product,2025-04-21
301,1175,1149,5,Good product,2025-04-21
302,1380,456,2,Good product,2024-07-10
303,1620,1646,2,Good product,2022-05-11
304,1620,1272,2,Good product,2022-05-11
305,1620,424,5,Good product,2022-05-11
306,3979,498,2,Good product,2024-11-11
307,3509,826,3,Good product,2024-03-11
308,127,378,4,Good product,2024-01-04
309,4975,1461,4,Good product,2023-08-25
310,4261,1231,4,Good product,2023-02-11
311,4054,715,5,Good product,2022-06-02
312,192,333,4,Good product,2025-03-15
313,1575,359,2,Good product,2025-09-18
314,4971,1306,4,Good product,2022-09-22
315,4718,1165,2,Good product,2023-07-07
316,365,1350,1,Good product,2025-11-11
317,365,818,3,Good product,2025-11-11
318,45,433,4,Good product,2023-09-10
319,2363,74,4,Good product,2024-11-21
320,2113,1388,5,Good product,2024-09-11
321,4848,511,2,Good product,2024-07-17
322,3533,1043,4,Good product,2024-09-23
323,4892,1652,4,Good product,2025-03-02
324,2995,1786,5,Good product,2022-11-07
325,3804,356,4,Good product,2024-09-22
326,3596,1226,1,Good product,2025-03-15
327,3596,382,2,Good product,2025-03-15
328,3596,1800,3,Good product,2025-03-15
329,4629,684,5,Good product,2025-09-08
330,4394,1489,5,Good product,2023-04-11
331,1665,16,2,Good product,2022-07-08
332,1665,1278,5,Good product,2022-07-08
333,992,172,1,Good product,2025-07-10
334,3325,1679,2,Good product,2023-01-18
335,3325,1497,5,Good product,2023-01-18
336,1921,34,5,Good product,2024-07-03
337,2360,1783,2,Good product,2022-09-14
338,4584,1701,4,Good product,2022-10-14
339,979,1216,1,Good product,2022-05-09
340,3391,1951,3,Good product,2024-12-16
341,240,1482,1,Good product,2023-04-22
342,240,64,3,Good product,2023-04-22
343,3444,191,3,Good product,2022-01-29
344,268,1709,1,Good product,2026-02-27
345,268,1541,5,Good product,2026-02-27
346,70,907,4,Good product,2025-10-01
347,70,663,4,Good product,2025-10-01
348,3115,77,3,Good product,2024-10-20
349,4434,568,1,Good product,2022-04-15
350,4851,725,3,Good product,2024-12-26
351,855,38,5,Good product,2024-11-20
352,559,148,2,Good product,2026-04-21
353,4631,608,4,Good product,2022-09-19
354,499,721,3,Good product,2023-04-28
355,4973,718,1,Good product,2022-02-09
356,2731,662,2,Good product,2024-02-14
357,468,676,2,Good product,2022-12-08
358,559,509,4,Good product,2023-03-19
359,2706,842,4,Good product,2025-12-22
360,2257,1758,3,Good product,2023-12-18
361,720,760,2,Good product,2022-12-22
362,3746,573,3,Good product,2026-02-06
363,3746,1136,5,Good product,2026-02-06
364,3575,283,5,Good product,2022-11-30
365,1910,487,4,Good product,2023-09-30
366,2880,952,1,Good product,2024-04-09
367,2431,1342,5,Good product,2026-04-13
368,637,724,2,Good product,2022-06-21
369,687,572,5,Good product,2022-02-26
370,4067,197,5,Good product,2022-04-05
371,4067,330,4,Good product,2022-04-05
372,2263,109,3,Good product,2025-10-17
373,710,830,3,Good product,2023-09-06
374,1807,1749,1,Good product,2025-11-04
375,2665,898,3,Good product,2025-10-12
376,3825,1905,5,Good product,2024-01-23
377,298,1587,2,Good product,2024-07-24
378,3054,1376,5,Good product,2025-09-11
379,3787,761,1,Good product,2026-04-12
380,2094,1114,5,Good product,2025-02-05
381,234,830,4,Good product,2024-01-09
382,2730,1867,4,Good product,2022-02-21
383,2850,1795,5,Good product,2022-10-12
384,806,79,5,Good product,2025-08-14
385,806,1425,1,Good product,2025-08-14
386,4166,1302,5,Good product,2022-05-29
387,2644,501,4,Good product,2022-12-15
388,4333,1303,4,Good product,2026-03-24
389,2492,1422,3,Good product,2024-05-01
390,2930,803,4,Good product,2024-09-23
391,784,967,1,Good product,2023-04-09
392,1523,852,1,Good product,2024-12-21
393,60,520,2,Good product,2024-07-05
394,277,1428,5,Good product,2025-02-08
395,211,1137,1,Good product,2023-12-06
396,4147,384,5,Good product,2025-10-13
397,2905,512,3,Good product,2023-08-05
398,4167,254,3,Good product,2023-01-30
399,4167,1128,3,Good product,2023-01-30
400,4167,1166,1,Good product,2023-01-30
401,4053,1158,4,Good product,2024-09-10
402,387,1079,3,Good product,2026-02-10
403,4723,1607,2,Good product,2026-02-10
404,3089,1085,4,Good product,2023-02-15
405,3736,1182,5,Good product,2023-01-02
406,815,226,2,Good product,2025-05-12
407,3050,692,3,Good product,2022-05-05
408,2538,1235,4,Good product,2024-08-06
409,1783,312,1,Good product,2022-12-07
410,1599,699,1,Good product,2022-05-30
411,3427,932,1,Good product,2025-02-07
412,267,1873,2,Good product,2024-08-31
413,1629,22,3,Good product,2025-08-06
414,1866,1231,2,Good product,2023-08-31
415,1866,764,1,Good product,2023-08-31
416,4015,630,1,Good product,2022-08-11
417,48,716,1,Good product,2025-01-20
418,1170,1714,5,Good product,2022-04-18
419,1170,1496,1,Good product,2022-04-18
420,4094,232,2,Good product,2026-02-08
421,4265,653,2,Good product,2024-02-08
422,3936,1509,4,Good product,2023-12-22
423,2084,320,2,Good product,2022-08-15
424,2694,1939,1,Good product,2024-11-14
425,2013,1273,5,Good product,2023-06-05
426,4094,1858,1,Good product,2023-06-02
427,1643,878,3,Good product,2026-04-25
428,4126,771,1,Good product,2024-08-21
429,4237,1832,1,Good product,2025-09-21
430,4758,458,2,Good product,2023-11-22
431,3792,325,5,Good product,2025-12-30
432,4534,131,5,Good product,2022-04-13
433,2015,193,5,Good product,2025-06-11
434,3401,897,5,Good product,2026-01-13
435,3104,1866,4,Good product,2023-04-06
436,61,617,3,Good product,2024-05-01
437,1586,1321,3,Good product,2024-02-04
438,2395,1162,4,Good product,2022-07-12
439,2596,1161,4,Good product,2023-10-08
440,2051,1603,1,Good product,2022-03-27
441,2490,362,3,Good product,2024-06-23
442,2845,261,5,Good product,2022-04-23
443,3686,923,5,Good product,2024-12-08
444,4681,1126,5,Good product,2025-02-04
445,4681,1480,1,Good product,2025-02-04
446,1755,9,2,Good product,2023-01-20
447,1807,192,2,Good product,2022-12-13
448,3565,1073,3,Good product,2026-05-17
449,3565,1906,1,Good product,2026-05-17
450,3015,1084,5,Good product,2024-01-17
451,732,1401,1,Good product,2024-06-15
452,3954,108,4,Good product,2025-05-07
453,3954,297,2,Good product,2025-05-07
454,4121,470,3,Good product,2022-02-27
455,4154,1856,5,Good product,2025-05-26
456,862,487,2,Good product,2022-11-08
457,4629,1373,5,Good product,2023-02-26
458,2320,1345,1,Good product,2023-07-17
459,2999,1590,4,Good product,2022-03-19
460,3652,1495,4,Good product,2026-04-03
461,3652,216,2,Good product,2026-04-03
462,288,883,4,Good product,2022-10-17
463,3119,474,1,Good product,2024-10-29
464,933,1234,3,Good product,2023-12-24
465,3358,1973,5,Good product,2023-06-08
466,694,1178,5,Good product,2022-08-12
467,4534,1091,1,Good product,2024-04-28
468,4049,1929,3,Good product,2024-12-15
469,516,1930,1,Good product,2024-05-11
470,2535,110,5,Good product,2022-02-22
471,3406,876,1,Good product,2024-12-17
472,3346,310,5,Good product,2023-06-30
473,1013,802,4,Good product,2026-02-04
474,4372,1722,1,Good product,2023-04-05
475,339,757,5,Good product,2026-05-13
476,4477,1497,2,Good product,2023-05-26
477,2773,20,5,Good product,2024-08-30
478,3162,1642,3,Good product,2023-06-12
479,3401,272,2,Good product,2022-10-18
480,976,556,4,Good product,2025-10-30
481,3708,162,2,Good product,2026-04-24
482,4767,1605,3,Good product,2024-05-18
483,1941,554,1,Good product,2022-04-17
484,696,1394,2,Good product,2025-05-06
485,2873,881,5,Good product,2025-09-22
486,2873,394,2,Good product,2025-09-22
487,3601,888,3,Good product,2026-01-15
488,931,1276,4,Good product,2022-11-04
489,217,1944,2,Good product,2023-05-31
490,3930,847,4,Good product,2024-03-28
491,1014,1608,2,Good product,2023-06-13
492,4545,1308,2,Good product,2023-11-21
493,4545,1044,5,Good product,2023-11-21
494,1395,977,4,Good product,2024-03-24
495,1912,976,4,Good product,2023-12-31
496,4040,1509,5,Good product,2025-07-12
497,1523,611,4,Good product,2022-06-30
498,3175,602,2,Good product,2025-03-19
499,3175,167,3,Good product,2025-03-19
500,2984,368,2,Good product,2022-08-06
501,2118,1102,2,Good product,2022-09-21
502,3591,232,2,Good product,2026-05-18
503,1738,852,2,Good product,2024-12-19
504,398,1846,4,Good product,2025-05-07
505,3535,837,2,Good product,2025-06-12
506,3535,1328,5,Good product,2025-06-12
507,1340,532,1,Good product,2024-01-24
508,3057,1855,2,Good product,2024-03-10
509,3069,177,5,Good product,2022-09-30
510,3327,854,2,Good product,2023-10-18
511,3617,4,5,Good product,2022-03-23
512,950,1400,5,Good product,2024-09-08
513,1858,1863,1,Good product,2025-12-27
514,2855,200,4,Good product,2022-05-11
515,2655,97,4,Good product,2022-12-22
516,208,1757,2,Good product,2025-10-28
517,208,7,4,Good product,2025-10-28
518,208,1044,2,Good product,2025-10-28
519,2312,1937,1,Good product,2023-12-17
520,695,1173,2,Good product,2025-06-17
521,1630,791,5,Good product,2025-09-17
522,890,1206,1,Good product,2026-03-16
523,2268,1844,3,Good product,2023-11-06
524,3441,34,5,Good product,2025-12-20
525,3848,153,3,Good product,2022-12-17
526,4148,500,4,Good product,2023-11-23
527,4891,1175,3,Good product,2024-09-16
528,3008,1159,4,Good product,2023-04-27
529,3176,213,3,Good product,2025-12-20
530,2392,202,4,Good product,2025-12-23
531,4547,684,5,Good product,2025-12-24
532,4547,288,5,Good product,2025-12-24
533,4496,514,4,Good product,2022-02-09
534,4451,1644,3,Good product,2022-08-16
535,3856,969,1,Good product,2026-03-03
536,3040,460,1,Good product,2024-08-26
537,3110,601,5,Good product,2025-06-26
538,4476,103,4,Good product,2022-02-16
539,4476,1906,1,Good product,2022-02-16
540,2278,172,5,Good product,2025-01-15
541,1426,516,5,Good product,2024-05-11
542,898,1660,4,Good product,2022-09-13
543,1274,142,4,Good product,2025-03-30
544,2136,550,2,Good product,2026-01-24
545,3240,1770,5,Good product,2023-06-04
546,3240,447,2,Good product,2023-06-04
547,1042,1112,4,Good product,2023-04-28
548,2871,1437,4,Good product,2022-07-17
549,2622,342,4,Good product,2026-02-17
550,1051,1446,1,Good product,2025-07-27
551,4999,1042,1,Good product,2022-06-11
552,3018,394,1,Good product,2025-12-23
553,2459,376,4,Good product,2022-02-17
554,52,1039,4,Good product,2024-07-17
555,2103,1873,4,Good product,2024-03-25
556,597,1231,5,Good product,2024-02-20
557,4055,1648,1,Good product,2023-04-09
558,784,1376,5,Good product,2022-08-26
559,490,1964,5,Good product,2024-07-24
560,4567,1137,3,Good product,2022-12-02
561,3968,990,1,Good product,2024-04-22
562,1404,1583,1,Good product,2022-04-09
563,1404,1153,1,Good product,2022-04-09
564,1295,904,5,Good product,2025-04-15
565,225,827,2,Good product,2025-04-29
566,3751,1630,5,Good product,2022-08-13
567,2361,1489,1,Good product,2023-01-21
568,2361,1906,2,Good product,2023-01-21
569,3421,1925,3,Good product,2025-06-17
570,3421,364,5,Good product,2025-06-17
571,1997,559,2,Good product,2022-08-23
572,993,1498,2,Good product,2024-02-25
573,3047,1672,5,Good product,2024-02-18
574,436,1192,5,Good product,2023-02-15
575,436,412,5,Good product,2023-02-15
576,4114,1764,5,Good product,2025-01-14
577,1663,1097,3,Good product,2024-05-27
578,4469,484,2,Good product,2024-04-21
579,2200,1564,3,Good product,2024-05-12
580,1133,900,3,Good product,2024-06-18
581,1336,602,1,Good product,2023-12-31
582,4566,69,4,Good product,2023-04-14
583,1469,1279,5,Good product,2023-10-21
584,308,1308,3,Good product,2026-04-23
585,308,968,5,Good product,2026-04-23
586,4938,1380,4,Good product,2025-10-29
587,225,83,3,Good product,2026-04-10
588,3435,1523,5,Good product,2026-03-19
589,4954,1308,1,Good product,2024-11-03
590,2960,1002,1,Good product,2025-06-04
591,3060,465,5,Good product,2025-11-02
592,1303,1048,3,Good product,2025-10-15
593,3976,511,1,Good product,2022-01-18
594,1442,214,1,Good product,2022-11-24
595,477,955,1,Good product,2025-03-11
596,3894,835,2,Good product,2024-11-08
597,1724,63,1,Good product,2022-08-03
598,1361,759,4,Good product,2026-04-09
599,1361,1504,5,Good product,2026-04-09
600,4907,1819,2,Good product,2022-06-21
601,2158,373,2,Good product,2025-12-21
602,3015,478,3,Good product,2022-06-20
603,311,781,5,Good product,2023-04-21
604,1126,182,2,Good product,2026-02-16
605,1318,1710,5,Good product,2023-04-10
606,1412,1044,4,Good product,2022-12-02
607,561,466,4,Good product,2024-05-21
608,2474,566,1,Good product,2023-09-17
609,3865,563,2,Good product,2025-10-23
610,3865,1916,5,Good product,2025-10-23
611,4572,1948,1,Good product,2024-08-14
612,3306,296,1,Good product,2024-06-18
613,4609,1463,5,Good product,2023-05-26
614,3206,447,5,Good product,2024-05-26
615,3562,1643,2,Good product,2023-12-25
616,1382,541,2,Good product,2022-01-27
617,382,1972,1,Good product,2022-04-24
618,684,877,4,Good product,2025-12-15
619,199,1927,2,Good product,2024-07-31
620,199,1435,1,Good product,2024-07-31
621,3886,1296,3,Good product,2022-05-23
622,3553,82,1,Good product,2024-09-18
623,1779,1737,5,Good product,2024-01-17
624,66,739,3,Good product,2025-03-23
625,3828,1257,3,Good product,2022-07-23
626,4107,1348,4,Good product,2025-10-12
627,629,1815,5,Good product,2024-10-23
628,4771,539,1,Good product,2023-06-18
629,1082,452,1,Good product,2022-08-04
630,4643,904,1,Good product,2025-06-16
631,4643,1380,5,Good product,2025-06-16
632,2425,947,5,Good product,2025-03-18
633,835,1762,5,Good product,2022-04-25
634,3771,980,1,Good product,2024-02-14
635,3771,1908,5,Good product,2024-02-14
636,804,355,5,Good product,2023-04-03
637,811,1666,4,Good product,2026-01-15
638,4793,354,5,Good product,2022-02-05
639,3664,1038,2,Good product,2024-06-25
640,4483,1911,4,Good product,2025-03-16
641,2867,1776,1,Good product,2023-10-29
642,3063,347,2,Good product,2026-04-13
643,3600,1741,1,Good product,2024-11-19
644,3867,1380,2,Good product,2022-12-06
645,3867,232,5,Good product,2022-12-06
646,3767,1107,5,Good product,2023-12-12
647,3767,445,1,Good product,2023-12-12
648,1127,852,5,Good product,2024-10-22
649,4959,202,3,Good product,2025-02-19
650,3666,1684,3,Good product,2023-01-31
651,3666,376,3,Good product,2023-01-31
652,3870,602,2,Good product,2025-11-09
653,3969,1977,4,Good product,2022-12-22
654,3969,1800,2,Good product,2022-12-22
655,2660,1803,4,Good product,2022-07-23
656,2660,1485,5,Good product,2022-07-23
657,4732,1707,4,Good product,2023-09-25
658,122,1397,3,Good product,2024-04-06
659,2091,171,5,Good product,2022-08-07
660,3193,1110,2,Good product,2022-11-17
661,3193,403,2,Good product,2022-11-17
662,623,738,5,Good product,2025-05-19
663,212,1765,2,Good product,2026-05-03
664,245,1214,2,Good product,2024-04-11
665,289,1033,5,Good product,2025-10-21
666,2648,99,2,Good product,2022-08-27
667,2813,780,5,Good product,2023-06-14
668,1263,1234,4,Good product,2024-12-23
669,1507,27,2,Good product,2022-06-02
670,2062,1491,4,Good product,2024-07-21
671,3559,908,1,Good product,2025-10-08
672,633,539,4,Good product,2023-08-17
673,4822,1352,4,Good product,2024-12-29
674,4265,1216,2,Good product,2026-02-04
675,2788,58,5,Good product,2024-03-13
676,2594,85,4,Good product,2025-11-23
677,2594,1610,4,Good product,2025-11-23
678,2245,1794,5,Good product,2022-06-29
679,2675,1272,1,Good product,2025-12-13
680,3936,1686,2,Good product,2025-08-21
681,1847,353,4,Good product,2025-06-18
682,126,1412,2,Good product,2023-09-24
683,567,904,1,Good product,2022-05-16
684,1117,1337,1,Good product,2023-05-16
685,3788,1091,1,Good product,2022-07-05
686,3788,246,5,Good product,2022-07-05
687,2019,1362,2,Good product,2025-02-28
