target_id,employee_id,target_month,target_year,target_amount
173,15,5,2025,188600.17
174,15,6,2025,499833.57
175,15,7,2025,439637.64
176,15,8,2025,228390.83
177,15,9,2025,495001.71
178,15,10,2025,310235.62
179,15,11,2025,124824.14
180,15,12,2025,488278.69
181,16,1,2025,498253.82
182,16,2,2025,402447.05
183,16,3,2025,114008.07
184,16,4,2025,404243.42
185,16,5,2025,292794.66
186,16,6,2025,242970.11
187,16,7,2025,320647.17
188,16,8,2025,95517.68
189,16,9,2025,485983.85
190,16,10,2025,397882.82
191,16,11,2025,479769.33
192,16,12,2025,374579.82
193,17,1,2025,487919.79
194,17,2,2025,456557.77
195,17,3,2025,178854.18
196,17,4,2025,384793.69
197,17,5,2025,263564.77
198,17,6,2025,107714.88
199,17,7,2025,452801.91
200,17,8,2025,176595.46
201,17,9,2025,284198.15
202,17,10,2025,98264.99
203,17,11,2025,267403.74
204,17,12,2025,370437.35
205,18,1,2025,94805.2
206,18,2,2025,360851.62
207,18,3,2025,161140.82
208,18,4,2025,346066.07
209,18,5,2025,433211.82
210,18,6,2025,314659.0
211,18,7,2025,377601.09
212,18,8,2025,321127.97
213,18,9,2025,259990.1
214,18,10,2025,461025.95
215,18,11,2025,408942.42
216,18,12,2025,356179.13
217,19,1,2025,481354.61
218,19,2,2025,428836.45
219,19,3,2025,318781.14
220,19,4,2025,125836.24
221,19,5,2025,274271.56
222,19,6,2025,315366.01
223,19,7,2025,118292.15
224,19,8,2025,169266.66
225,19,9,2025,365328.0
226,19,10,2025,430470.87
227,19,11,2025,399679.84
228,19,12,2025,402138.43
229,20,1,2025,370302.53
230,20,2,2025,491737.36
231,20,3,2025,411710.5
232,20,4,2025,225192.04
233,20,5,2025,201423.27
234,20,6,2025,170066.91
235,20,7,2025,453775.17
236,20,8,2025,314011.01
237,20,9,2025,70538.99
238,20,10,2025,172649.2
239,20,11,2025,136495.03
240,20,12,2025,55375.68
241,21,1,2025,103907.24
242,21,2,2025,236165.22
243,21,3,2025,185417.13
244,21,4,2025,229219.38
245,21,5,2025,280631.55
246,21,6,2025,262168.93
247,21,7,2025,179432.77
248,21,8,2025,86354.01
249,21,9,2025,319836.49
250,21,10,2025,423150.85
251,21,11,2025,170338.34
252,21,12,2025,205717.72
253,22,1,2025,134118.47
254,22,2,2025,368831.95
255,22,3,2025,234304.45
256,22,4,2025,54809.74
257,22,5,2025,379924.44
258,22,6,2025,400567.54
259,22,7,2025,275922.18
260,22,8,2025,493578.01
261,22,9,2025,97848.54
262,22,10,2025,487430.11
263,22,11,2025,246971.75
264,22,12,2025,234028.39
265,23,1,2025,490827.08
266,23,2,2025,88958.06
267,23,3,2025,255866.27
268,23,4,2025,142048.85
269,23,5,2025,454366.19
270,23,6,2025,161101.92
271,23,7,2025,187325.5
272,23,8,2025,198965.14
273,23,9,2025,160164.82
274,23,10,2025,134133.49
275,23,11,2025,427112.37
276,23,12,2025,167446.62
277,24,1,2025,169328.41
278,24,2,2025,336404.28
279,24,3,2025,151392.52
280,24,4,2025,323670.4
281,24,5,2025,159403.82
282,24,6,2025,233158.66
283,24,7,2025,63949.74
284,24,8,2025,121023.67
285,24,9,2025,403841.98
286,24,10,2025,497385.86
287,24,11,2025,485202.36
288,24,12,2025,373778.32
289,25,1,2025,378591.46
290,25,2,2025,302852.68
291,25,3,2025,475174.74
292,25,4,2025,312660.27
293,25,5,2025,72610.53
294,25,6,2025,244539.85
295,25,7,2025,105469.78
296,25,8,2025,50133.24
297,25,9,2025,148496.92
298,25,10,2025,120812.9
299,25,11,2025,312382.11
300,25,12,2025,372559.93
301,26,1,2025,397369.19
302,26,2,2025,265935.14
303,26,3,2025,319625.32
304,26,4,2025,378846.63
305,26,5,2025,183238.99
306,26,6,2025,223631.72
307,26,7,2025,247234.96
308,26,8,2025,126746.27
309,26,9,2025,73331.39
310,26,10,2025,102678.56
311,26,11,2025,227601.9
312,26,12,2025,247776.84
313,27,1,2025,218251.58
314,27,2,2025,356756.39
315,27,3,2025,323140.44
316,27,4,2025,404158.32
317,27,5,2025,313398.87
318,27,6,2025,133580.0
319,27,7,2025,215185.45
320,27,8,2025,208926.72
321,27,9,2025,135906.98
322,27,10,2025,407526.46
323,27,11,2025,321924.14
324,27,12,2025,240525.07
325,28,1,2025,253922.83
326,28,2,2025,473617.55
327,28,3,2025,129224.04
328,28,4,2025,209540.65
329,28,5,2025,484768.19
330,28,6,2025,387412.55
331,28,7,2025,495610.51
332,28,8,2025,286918.17
333,28,9,2025,451375.98
334,28,10,2025,130693.98
335,28,11,2025,287368.96
336,28,12,2025,392552.35
337,29,1,2025,264282.73
338,29,2,2025,416564.75
339,29,3,2025,306782.52
340,29,4,2025,162834.41
341,29,5,2025,210664.57
342,29,6,2025,66091.24
343,29,7,2025,368883.92
344,29,8,2025,488940.92
345,29,9,2025,479843.51
346,29,10,2025,442181.41
347,29,11,2025,498438.8
348,29,12,2025,405989.08
349,30,1,2025,429013.74
350,30,2,2025,169979.16
351,30,3,2025,54835.51
352,30,4,2025,326654.83
353,30,5,2025,407384.68
354,30,6,2025,255046.2
355,30,7,2025,117511.98
356,30,8,2025,274166.68
357,30,9,2025,203652.4
358,30,10,2025,301435.07
359,30,11,2025,198688.52
360,30,12,2025,261156.13
361,31,1,2025,389632.08
362,31,2,2025,276149.4
363,31,3,2025,147187.26
364,31,4,2025,75186.68
365,31,5,2025,479967.34
366,31,6,2025,390961.13
367,31,7,2025,401719.34
368,31,8,2025,323998.03
369,31,9,2025,195215.26
370,31,10,2025,331212.47
371,31,11,2025,448619.2
372,31,12,2025,474277.65
373,32,1,2025,210406.36
374,32,2,2025,190561.44
375,32,3,2025,230881.91
376,32,4,2025,218578.82
377,32,5,2025,249346.7
378,32,6,2025,208109.33
379,32,7,2025,58732.95
380,32,8,2025,410863.57
381,32,9,2025,196474.19
382,32,10,2025,443283.71
383,32,11,2025,482298.43
384,32,12,2025,407704.13
385,33,1,2025,211787.75
386,33,2,2025,67805.67
387,33,3,2025,267304.56
388,33,4,2025,292251.95
389,33,5,2025,200974.72
390,33,6,2025,456163.71
391,33,7,2025,382336.73
392,33,8,2025,80253.84
393,33,9,2025,495959.83
394,33,10,2025,402489.73
395,33,11,2025,421346.19
396,33,12,2025,306065.81
397,34,1,2025,338239.98
398,34,2,2025,223953.2
399,34,3,2025,196160.56
400,34,4,2025,494107.23
401,34,5,2025,338655.32
402,34,6,2025,137526.95
403,34,7,2025,354465.66
404,34,8,2025,268720.83
405,34,9,2025,295138.22
406,34,10,2025,235243.26
407,34,11,2025,304459.56
408,34,12,2025,415903.63
409,35,1,2025,237168.89
410,35,2,2025,461673.8
411,35,3,2025,205166.8
412,35,4,2025,153129.77
413,35,5,2025,100812.11
414,35,6,2025,204093.96
415,35,7,2025,434133.24
416,35,8,2025,58943.66
417,35,9,2025,284211.37
418,35,10,2025,100696.31
419,35,11,2025,293708.82
420,35,12,2025,125449.24
421,36,1,2025,460663.7
422,36,2,2025,489985.74
423,36,3,2025,278950.66
424,36,4,2025,183954.28
425,36,5,2025,282048.25
426,36,6,2025,96723.13
427,36,7,2025,260293.77
428,36,8,2025,81471.04
429,36,9,2025,450737.89
430,36,10,2025,440430.73
431,36,11,2025,239556.43
432,36,12,2025,131046.04
433,37,1,2025,115810.18
434,37,2,2025,234514.87
435,37,3,2025,406262.75
436,37,4,2025,490075.94
437,37,5,2025,392252.87
438,37,6,2025,245394.94
439,37,7,2025,232808.82
440,37,8,2025,176847.65
441,37,9,2025,249533.8
442,37,10,2025,319352.85
443,37,11,2025,392161.9
444,37,12,2025,448106.03
445,38,1,2025,157492.4
446,38,2,2025,165328.73
447,38,3,2025,54612.78
448,38,4,2025,372147.51
449,38,5,2025,170019.3
450,38,6,2025,134939.57
451,38,7,2025,138329.92
452,38,8,2025,78577.52
453,38,9,2025,457383.33
454,38,10,2025,313972.92
455,38,11,2025,255233.93
456,38,12,2025,79595.92
457,39,1,2025,218038.94
458,39,2,2025,460267.32
459,39,3,2025,113538.48
460,39,4,2025,216904.86
461,39,5,2025,83880.66
462,39,6,2025,441243.54
463,39,7,2025,380675.53
464,39,8,2025,455730.78
465,39,9,2025,376394.1
466,39,10,2025,416090.72
467,39,11,2025,415841.09
468,39,12,2025,250937.79
469,40,1,2025,64127.8
470,40,2,2025,430061.06
471,40,3,2025,396597.59
472,40,4,2025,214211.04
473,40,5,2025,115590.55
474,40,6,2025,154983.92
475,40,7,2025,117403.77
476,40,8,2025,312011.07
477,40,9,2025,232059.11
478,40,10,2025,285033.33
479,40,11,2025,272363.44
480,40,12,2025,71535.56
481,41,1,2025,62893.99
482,41,2,2025,132578.54
483,41,3,2025,125217.35
484,41,4,2025,499197.41
485,41,5,2025,429287.08
486,41,6,2025,50931.0
487,41,7,2025,306159.65
488,41,8,2025,184941.61
489,41,9,2025,354386.5
490,41,10,2025,217040.53
491,41,11,2025,401689.53
492,41,12,2025,130200.23
493,42,1,2025,334793.5
494,42,2,2025,316447.82
495,42,3,2025,363702.34
496,42,4,2025,259655.02
497,42,5,2025,412436.15
498,42,6,2025,369149.5
499,42,7,2025,205804.45
500,42,8,2025,189924.68
501,42,9,2025,95011.39
502,42,10,2025,167781.0
503,42,11,2025,241904.32
504,42,12,2025,110796.34
505,43,1,2025,274268.17
506,43,2,2025,133293.65
507,43,3,2025,217433.19
508,43,4,2025,481169.94
509,43,5,2025,230756.68
510,43,6,2025,322920.35
511,43,7,2025,237795.16
512,43,8,2025,409211.98
513,43,9,2025,187210.03
514,43,10,2025,371985.03
515,43,11,2025,276942.54
516,43,12,2025,364635.6
517,44,1,2025,251886.97
518,44,2,2025,79392.89
519,44,3,2025,421001.1
520,44,4,2025,452087.0
521,44,5,2025,88566.11
522,44,6,2025,286323.73
523,44,7,2025,117025.95
524,44,8,2025,166868.02
525,44,9,2025,61141.12
526,44,10,2025,481945.16
527,44,11,2025,104950.61
528,44,12,2025,232186.0
529,45,1,2025,413560.04
530,45,2,2025,114535.97
531,45,3,2025,318844.89
532,45,4,2025,306009.89
533,45,5,2025,430866.12
534,45,6,2025,85720.76
535,45,7,2025,327883.74
536,45,8,2025,86268.8
537,45,9,2025,104443.51
538,45,10,2025,454947.66
539,45,11,2025,52676.38
540,45,12,2025,251688.09
541,46,1,2025,404545.4
542,46,2,2025,78056.65
543,46,3,2025,204898.1
544,46,4,2025,133179.11
545,46,5,2025,186455.72
546,46,6,2025,461353.06
547,46,7,2025,382179.37
548,46,8,2025,277904.3
549,46,9,2025,89118.0
550,46,10,2025,495048.2
551,46,11,2025,365827.37
552,46,12,2025,100537.61
553,47,1,2025,255698.73
554,47,2,2025,235603.7
555,47,3,2025,227385.16
556,47,4,2025,361480.69
557,47,5,2025,432824.47
558,47,6,2025,108771.0
559,47,7,2025,201272.83
560,47,8,2025,490071.26
561,47,9,2025,298296.21
562,47,10,2025,228350.68
563,47,11,2025,210488.49
564,47,12,2025,117163.12
565,48,1,2025,208425.13
566,48,2,2025,109756.33
567,48,3,2025,93524.27
568,48,4,2025,191896.96
569,48,5,2025,254510.98
570,48,6,2025,364716.3
571,48,7,2025,107949.91
572,48,8,2025,499901.71
573,48,9,2025,477667.87
574,48,10,2025,252005.52
575,48,11,2025,159412.87
576,48,12,2025,292566.45
577,49,1,2025,117425.76
578,49,2,2025,402098.47
579,49,3,2025,238284.83
580,49,4,2025,382717.56
581,49,5,2025,322699.06
582,49,6,2025,299063.61
583,49,7,2025,393592.15
584,49,8,2025,192949.17
585,49,9,2025,459247.44
586,49,10,2025,76290.12
587,49,11,2025,222585.39
588,49,12,2025,161953.24
589,50,1,2025,159585.54
590,50,2,2025,402566.1
591,50,3,2025,278730.77
592,50,4,2025,481730.91
593,50,5,2025,97648.65
594,50,6,2025,112121.89
595,50,7,2025,265753.49
596,50,8,2025,97488.14
597,50,9,2025,248412.76
598,50,10,2025,333955.48
599,50,11,2025,438298.68
600,50,12,2025,306680.59
601,51,1,2025,272331.57
602,51,2,2025,486046.62
603,51,3,2025,96127.18
604,51,4,2025,177396.08
605,51,5,2025,91459.75
606,51,6,2025,315977.27
607,51,7,2025,480801.62
608,51,8,2025,333974.09
609,51,9,2025,487073.44
610,51,10,2025,270291.29
611,51,11,2025,84591.66
612,51,12,2025,197425.71
613,52,1,2025,458654.7
614,52,2,2025,462755.1
615,52,3,2025,65221.25
616,52,4,2025,465758.04
617,52,5,2025,363028.12
618,52,6,2025,398662.03
619,52,7,2025,300352.19
620,52,8,2025,280464.69
621,52,9,2025,408399.36
622,52,10,2025,326740.97
623,52,11,2025,152108.53
624,52,12,2025,260531.74
625,53,1,2025,52291.34
626,53,2,2025,491098.26
627,53,3,2025,63015.21
628,53,4,2025,152555.68
629,53,5,2025,473188.21
630,53,6,2025,406505.24
631,53,7,2025,408705.74
632,53,8,2025,143124.51
633,53,9,2025,317101.06
634,53,10,2025,96428.63
635,53,11,2025,301580.2
636,53,12,2025,231007.4
637,54,1,2025,99951.93
638,54,2,2025,430921.76
639,54,3,2025,231729.84
640,54,4,2025,246539.11
641,54,5,2025,336493.8
642,54,6,2025,126688.21
643,54,7,2025,120617.91
644,54,8,2025,81676.02
645,54,9,2025,213460.04
646,54,10,2025,321121.7
647,54,11,2025,246283.83
648,54,12,2025,365423.12
649,55,1,2025,278478.21
650,55,2,2025,124815.61
651,55,3,2025,476783.37
652,55,4,2025,412730.21
653,55,5,2025,68274.68
654,55,6,2025,375945.86
655,55,7,2025,300589.31
656,55,8,2025,64122.99
657,55,9,2025,360894.31
658,55,10,2025,150419.65
659,55,11,2025,164997.15
660,55,12,2025,154431.69
661,56,1,2025,303687.07
662,56,2,2025,462639.46
663,56,3,2025,216745.53
664,56,4,2025,55138.78
665,56,5,2025,172466.65
666,56,6,2025,190330.02
667,56,7,2025,67139.36
668,56,8,2025,129559.01
669,56,9,2025,354665.64
670,56,10,2025,476323.3
671,56,11,2025,363743.48
672,56,12,2025,103466.0
673,57,1,2025,174245.95
674,57,2,2025,238659.62
675,57,3,2025,85306.39
676,57,4,2025,482737.85
677,57,5,2025,79797.6
678,57,6,2025,58854.05
679,57,7,2025,367129.66
680,57,8,2025,214114.27
681,57,9,2025,310972.15
682,57,10,2025,302899.47
683,57,11,2025,293114.2
684,57,12,2025,219489.63
685,58,1,2025,335453.83
686,58,2,2025,313802.94
687,58,3,2025,237164.97
688,58,4,2025,53221.59
689,58,5,2025,180331.91
690,58,6,2025,381420.1
691,58,7,2025,266936.19
692,58,8,2025,178650.9
693,58,9,2025,463512.44
694,58,10,2025,112338.98
695,58,11,2025,365272.36
696,58,12,2025,495151.34
697,59,1,2025,86969.09
698,59,2,2025,462596.22
699,59,3,2025,117646.06
700,59,4,2025,181412.05
701,59,5,2025,89823.33
702,59,6,2025,325774.07
703,59,7,2025,111313.4
704,59,8,2025,267148.62
705,59,9,2025,90418.55
706,59,10,2025,330908.37
707,59,11,2025,73938.2
708,59,12,2025,127415.36
709,60,1,2025,479248.31
710,60,2,2025,279319.11
711,60,3,2025,410260.53
712,60,4,2025,97670.62
713,60,5,2025,483454.04
714,60,6,2025,85252.19
715,60,7,2025,327284.56
716,60,8,2025,217666.79
717,60,9,2025,425972.98
718,60,10,2025,309663.76
719,60,11,2025,490581.87
720,60,12,2025,440783.89
721,61,1,2025,177917.63
722,61,2,2025,70762.79
723,61,3,2025,413430.12
724,61,4,2025,445609.24
725,61,5,2025,413204.43
726,61,6,2025,132676.04
727,61,7,2025,454338.58
728,61,8,2025,326457.94
729,61,9,2025,73916.81
730,61,10,2025,294904.11
731,61,11,2025,334027.24
732,61,12,2025,482648.59
733,62,1,2025,366511.15
734,62,2,2025,149158.34
735,62,3,2025,462667.48
736,62,4,2025,245985.33
737,62,5,2025,333496.1
738,62,6,2025,331894.83
739,62,7,2025,191030.06
740,62,8,2025,129173.92
741,62,9,2025,415804.92
742,62,10,2025,76471.35
743,62,11,2025,402115.65
744,62,12,2025,147102.95
745,63,1,2025,179180.38
746,63,2,2025,341516.58
747,63,3,2025,436893.67
748,63,4,2025,464114.21
749,63,5,2025,385504.52
750,63,6,2025,149383.65
751,63,7,2025,165161.54
752,63,8,2025,122248.21
753,63,9,2025,383845.02
754,63,10,2025,223475.49
755,63,11,2025,97326.38
756,63,12,2025,225947.98
757,64,1,2025,464139.11
758,64,2,2025,243922.85
759,64,3,2025,202610.09
760,64,4,2025,221566.05
761,64,5,2025,200608.58
762,64,6,2025,290592.17
763,64,7,2025,89484.62
764,64,8,2025,181224.91
765,64,9,2025,380310.42
766,64,10,2025,222675.88
767,64,11,2025,92954.1
768,64,12,2025,126209.59
769,65,1,2025,480571.92
770,65,2,2025,402446.63
771,65,3,2025,489932.08
772,65,4,2025,494706.59
773,65,5,2025,417390.62
774,65,6,2025,76934.97
775,65,7,2025,486201.72
776,65,8,2025,386038.75
777,65,9,2025,93298.78
778,65,10,2025,230833.26
779,65,11,2025,345995.53
780,65,12,2025,167673.02
781,66,1,2025,345565.36
782,66,2,2025,211551.72
783,66,3,2025,401344.45
784,66,4,2025,449896.6
785,66,5,2025,468645.68
786,66,6,2025,251407.2
787,66,7,2025,57881.04
788,66,8,2025,423512.31
789,66,9,2025,278236.93
790,66,10,2025,240066.09
791,66,11,2025,451332.69
792,66,12,2025,55952.16
793,67,1,2025,107093.72
794,67,2,2025,238011.53
795,67,3,2025,201512.53
796,67,4,2025,411761.93
797,67,5,2025,246677.48
798,67,6,2025,365046.02
799,67,7,2025,486646.13
800,67,8,2025,285892.98
801,67,9,2025,97897.77
802,67,10,2025,70686.51
803,67,11,2025,368378.21
804,67,12,2025,420505.53
805,68,1,2025,152422.27
806,68,2,2025,315833.05
807,68,3,2025,442432.08
808,68,4,2025,425276.46
809,68,5,2025,406708.92
810,68,6,2025,189359.81
811,68,7,2025,324065.71
812,68,8,2025,62281.72
813,68,9,2025,304258.94
814,68,10,2025,466634.65
815,68,11,2025,347555.45
816,68,12,2025,161504.17
817,69,1,2025,163561.49
818,69,2,2025,365203.83
819,69,3,2025,84548.93
820,69,4,2025,92218.23
821,69,5,2025,158318.08
822,69,6,2025,143357.23
823,69,7,2025,305045.12
824,69,8,2025,362351.48
825,69,9,2025,132573.66
826,69,10,2025,273436.82
827,69,11,2025,303001.5
828,69,12,2025,223684.86
829,70,1,2025,88104.36
830,70,2,2025,192075.68
831,70,3,2025,371675.51
832,70,4,2025,298753.69
833,70,5,2025,100023.45
834,70,6,2025,105998.6
835,70,7,2025,219425.83
836,70,8,2025,365983.85
837,70,9,2025,74182.44
838,70,10,2025,71494.83
839,70,11,2025,154305.26
840,70,12,2025,422212.29
841,71,1,2025,497818.87
842,71,2,2025,287932.65
843,71,3,2025,467866.23
844,71,4,2025,198101.42
845,71,5,2025,410668.76
846,71,6,2025,427291.88
847,71,7,2025,450761.08
848,71,8,2025,480911.37
849,71,9,2025,333418.62
850,71,10,2025,356957.98
851,71,11,2025,98119.23
852,71,12,2025,243382.57
853,72,1,2025,286878.15
854,72,2,2025,386139.93
855,72,3,2025,465541.82
856,72,4,2025,434552.38
857,72,5,2025,256726.22
858,72,6,2025,207109.25
859,72,7,2025,303775.91
860,72,8,2025,378079.04
861,72,9,2025,64064.09
862,72,10,2025,367456.7
863,72,11,2025,319412.56
864,72,12,2025,340166.52
865,73,1,2025,96638.01
866,73,2,2025,288927.64
867,73,3,2025,283192.48
868,73,4,2025,75272.21
869,73,5,2025,424900.91
870,73,6,2025,145313.09
871,73,7,2025,359620.58
872,73,8,2025,180678.31
873,73,9,2025,121564.58
874,73,10,2025,281285.97
875,73,11,2025,94863.38
876,73,12,2025,208624.46
877,74,1,2025,485571.78
878,74,2,2025,254976.95
879,74,3,2025,243490.27
880,74,4,2025,327212.5
881,74,5,2025,354130.81
882,74,6,2025,247668.89
883,74,7,2025,137678.65
884,74,8,2025,67866.36
885,74,9,2025,438189.03
886,74,10,2025,77252.58
887,74,11,2025,412751.67
888,74,12,2025,82985.9
889,75,1,2025,275753.73
890,75,2,2025,495011.31
891,75,3,2025,112609.02
892,75,4,2025,171893.04
893,75,5,2025,439361.55
894,75,6,2025,317507.84
895,75,7,2025,326284.68
896,75,8,2025,321834.87
897,75,9,2025,258712.79
898,75,10,2025,162153.16
899,75,11,2025,429633.99
900,75,12,2025,97573.95
901,76,1,2025,64300.93
902,76,2,2025,99217.51
903,76,3,2025,188157.66
904,76,4,2025,164057.17
905,76,5,2025,378778.1
906,76,6,2025,111127.44
907,76,7,2025,193645.81
908,76,8,2025,426121.43
909,76,9,2025,389830.61
910,76,10,2025,237411.78
911,76,11,2025,245625.36
912,76,12,2025,256244.09
913,77,1,2025,99248.99
914,77,2,2025,244775.02
915,77,3,2025,452511.34
916,77,4,2025,80015.39
917,77,5,2025,69712.01
918,77,6,2025,334037.7
919,77,7,2025,290935.36
920,77,8,2025,379186.2
921,77,9,2025,474139.71
922,77,10,2025,194256.66
923,77,11,2025,451119.57
924,77,12,2025,393081.89
925,78,1,2025,468678.78
926,78,2,2025,107990.62
927,78,3,2025,121838.01
928,78,4,2025,91854.0
929,78,5,2025,381561.6
930,78,6,2025,230173.67
931,78,7,2025,320687.97
932,78,8,2025,364762.71
933,78,9,2025,314288.42
934,78,10,2025,260922.87
935,78,11,2025,81078.95
936,78,12,2025,198281.0
937,79,1,2025,443424.84
938,79,2,2025,62571.72
939,79,3,2025,259448.25
940,79,4,2025,492855.54
941,79,5,2025,196086.54
942,79,6,2025,83246.57
943,79,7,2025,92650.34
944,79,8,2025,102299.73
945,79,9,2025,156817.13
946,79,10,2025,115444.13
947,79,11,2025,179964.27
948,79,12,2025,283648.03
949,80,1,2025,352325.5
950,80,2,2025,493357.89
951,80,3,2025,114830.21
952,80,4,2025,175240.47
953,80,5,2025,442132.69
954,80,6,2025,69611.37
955,80,7,2025,418251.2
956,80,8,2025,142033.28
957,80,9,2025,339576.13
958,80,10,2025,280405.39
959,80,11,2025,349668.42
960,80,12,2025,286996.53
961,81,1,2025,341070.01
962,81,2,2025,77302.83
963,81,3,2025,68656.38
964,81,4,2025,175026.13
965,81,5,2025,305479.96
966,81,6,2025,361374.07
967,81,7,2025,279899.08
968,81,8,2025,488468.89
969,81,9,2025,334315.04
970,81,10,2025,111017.18
971,81,11,2025,496942.06
972,81,12,2025,149529.18
973,82,1,2025,148913.67
974,82,2,2025,57952.01
975,82,3,2025,278534.28
976,82,4,2025,319506.84
977,82,5,2025,333723.31
978,82,6,2025,474432.54
979,82,7,2025,203702.89
980,82,8,2025,133330.09
981,82,9,2025,60501.27
982,82,10,2025,237087.88
983,82,11,2025,222491.95
984,82,12,2025,141444.89
985,83,1,2025,289707.6
986,83,2,2025,400698.65
987,83,3,2025,273757.49
988,83,4,2025,116520.73
989,83,5,2025,263073.97
990,83,6,2025,305758.56
991,83,7,2025,321833.1
992,83,8,2025,470127.84
993,83,9,2025,322469.15
994,83,10,2025,150181.02
995,83,11,2025,430832.49
996,83,12,2025,282149.46
