inventory_id,product_id,warehouse_id,quantity_available,reorder_level,last_updated
205,944,8,359,15,2026-06-12 19:56:22.084477
206,1118,4,159,12,2026-06-12 19:56:22.084483
207,795,5,449,19,2026-06-12 19:56:22.084489
208,1936,8,260,45,2026-06-12 19:56:22.084495
209,1322,17,296,31,2026-06-12 19:56:22.084501
210,1564,19,260,35,2026-06-12 19:56:22.084508
211,1003,14,3,24,2026-06-12 19:56:22.084514
212,213,1,303,42,2026-06-12 19:56:22.084520
213,1468,15,20,28,2026-06-12 19:56:22.084526
214,1388,3,326,36,2026-06-12 19:56:22.084532
215,1264,17,48,28,2026-06-12 19:56:22.084538
216,1169,3,340,48,2026-06-12 19:56:22.084552
217,949,4,343,41,2026-06-12 19:56:22.084557
218,1058,8,420,15,2026-06-12 19:56:22.084563
219,606,3,327,46,2026-06-12 19:56:22.084569
220,1364,14,225,23,2026-06-12 19:56:22.084575
221,284,13,81,12,2026-06-12 19:56:22.084581
222,220,11,169,22,2026-06-12 19:56:22.084587
223,1584,14,137,30,2026-06-12 19:56:22.084592
224,255,7,255,19,2026-06-12 19:56:22.084599
225,1318,13,104,46,2026-06-12 19:56:22.084604
226,857,9,454,36,2026-06-12 19:56:22.084610
227,1428,19,69,34,2026-06-12 19:56:22.084616
228,1608,12,440,18,2026-06-12 19:56:22.084621
229,1588,18,178,18,2026-06-12 19:56:22.084626
230,475,11,139,35,2026-06-12 19:56:22.084640
231,1791,19,137,18,2026-06-12 19:56:22.084645
232,226,10,486,46,2026-06-12 19:56:22.084650
233,1043,3,392,33,2026-06-12 19:56:22.084655
234,1317,16,168,32,2026-06-12 19:56:22.084664
235,1537,13,437,12,2026-06-12 19:56:22.084670
236,796,6,318,22,2026-06-12 19:56:22.084676
237,1387,19,205,43,2026-06-12 19:56:22.084681
238,200,7,278,50,2026-06-12 19:56:22.084688
239,1039,14,370,22,2026-06-12 19:56:22.084694
240,1420,17,495,44,2026-06-12 19:56:22.084699
241,1875,19,265,33,2026-06-12 19:56:22.084708
242,302,14,149,19,2026-06-12 19:56:22.084728
243,164,2,275,50,2026-06-12 19:56:22.084735
244,1959,17,340,43,2026-06-12 19:56:22.084740
245,277,16,381,17,2026-06-12 19:56:22.084747
246,1084,10,403,13,2026-06-12 19:56:22.084753
247,629,14,301,28,2026-06-12 19:56:22.084759
248,1353,5,258,29,2026-06-12 19:56:22.084766
249,1128,8,399,46,2026-06-12 19:56:22.084772
250,94,14,93,14,2026-06-12 19:56:22.084777
251,1296,10,280,27,2026-06-12 19:56:22.084783
252,5,15,167,23,2026-06-12 19:56:22.084789
253,127,16,318,12,2026-06-12 19:56:22.084795
254,1398,1,369,25,2026-06-12 19:56:22.084801
255,769,18,231,30,2026-06-12 19:56:22.084809
256,1846,19,232,27,2026-06-12 19:56:22.084815
257,940,14,419,48,2026-06-12 19:56:22.084822
258,944,12,436,45,2026-06-12 19:56:22.084829
259,1181,11,261,17,2026-06-12 19:56:22.084836
260,1288,10,83,20,2026-06-12 19:56:22.084843
261,1022,17,1,26,2026-06-12 19:56:22.084850
262,1342,12,59,35,2026-06-12 19:56:22.084856
263,438,11,126,27,2026-06-12 19:56:22.084863
264,1016,14,339,48,2026-06-12 19:56:22.084868
265,1923,16,306,29,2026-06-12 19:56:22.084875
266,841,19,19,38,2026-06-12 19:56:22.084881
267,1958,9,245,29,2026-06-12 19:56:22.084887
268,1952,19,20,13,2026-06-12 19:56:22.084894
269,1492,15,64,44,2026-06-12 19:56:22.084901
270,1848,12,412,21,2026-06-12 19:56:22.084908
271,21,9,375,44,2026-06-12 19:56:22.084914
272,222,17,30,36,2026-06-12 19:56:22.084921
273,79,6,275,41,2026-06-12 19:56:22.084927
274,1881,17,99,28,2026-06-12 19:56:22.084934
275,970,3,497,30,2026-06-12 19:56:22.084940
276,559,9,383,45,2026-06-12 19:56:22.084946
277,661,11,400,18,2026-06-12 19:56:22.084952
278,1271,6,14,41,2026-06-12 19:56:22.084958
279,694,16,103,25,2026-06-12 19:56:22.084965
280,229,20,122,38,2026-06-12 19:56:22.085003
281,1664,6,378,20,2026-06-12 19:56:22.085010
282,1620,16,9,42,2026-06-12 19:56:22.085017
283,539,19,291,22,2026-06-12 19:56:22.085022
284,1421,11,313,25,2026-06-12 19:56:22.085029
285,907,3,41,20,2026-06-12 19:56:22.085035
286,936,11,180,47,2026-06-12 19:56:22.085041
287,1866,18,308,12,2026-06-12 19:56:22.085048
288,1456,11,134,41,2026-06-12 19:56:22.085055
289,1503,7,315,16,2026-06-12 19:56:22.085062
290,1477,6,209,36,2026-06-12 19:56:22.085068
291,744,18,157,28,2026-06-12 19:56:22.085075
292,909,4,312,30,2026-06-12 19:56:22.085082
293,1669,20,210,25,2026-06-12 19:56:22.085223
294,526,10,451,44,2026-06-12 19:56:22.085237
295,257,17,259,42,2026-06-12 19:56:22.085244
296,593,4,421,31,2026-06-12 19:56:22.085250
297,1043,9,32,50,2026-06-12 19:56:22.085256
298,1983,12,309,40,2026-06-12 19:56:22.085264
299,89,17,393,42,2026-06-12 19:56:22.085271
300,579,2,94,34,2026-06-12 19:56:22.085277
301,200,10,444,46,2026-06-12 19:56:22.085289
302,780,1,468,18,2026-06-12 19:56:22.085297
303,1398,20,231,39,2026-06-12 19:56:22.085304
304,1863,5,239,29,2026-06-12 19:56:22.085310
305,1230,6,299,41,2026-06-12 19:56:22.085317
306,1432,6,484,19,2026-06-12 19:56:22.085324
307,184,8,427,50,2026-06-12 19:56:22.085331
308,54,3,413,12,2026-06-12 19:56:22.085337
309,729,16,324,48,2026-06-12 19:56:22.085343
310,1971,20,143,46,2026-06-12 19:56:22.085353
311,1634,15,223,14,2026-06-12 19:56:22.085359
312,1100,10,425,10,2026-06-12 19:56:22.085366
313,93,4,160,50,2026-06-12 19:56:22.085372
314,566,17,352,20,2026-06-12 19:56:22.085379
315,1687,13,492,19,2026-06-12 19:56:22.085385
316,680,7,22,39,2026-06-12 19:56:22.085391
317,1967,11,1,23,2026-06-12 19:56:22.085397
318,1473,4,322,27,2026-06-12 19:56:22.085404
319,1061,10,389,13,2026-06-12 19:56:22.085411
320,1085,14,147,40,2026-06-12 19:56:22.085418
321,669,1,111,49,2026-06-12 19:56:22.085424
322,1817,13,279,39,2026-06-12 19:56:22.085430
323,806,14,137,14,2026-06-12 19:56:22.085437
324,1510,6,111,43,2026-06-12 19:56:22.085444
325,695,9,245,50,2026-06-12 19:56:22.085450
326,785,12,124,43,2026-06-12 19:56:22.085457
327,692,4,378,39,2026-06-12 19:56:22.085464
328,1315,12,193,43,2026-06-12 19:56:22.085470
329,359,1,35,35,2026-06-12 19:56:22.085504
330,993,15,431,17,2026-06-12 19:56:22.085512
331,667,16,70,33,2026-06-12 19:56:22.085518
332,1936,2,353,37,2026-06-12 19:56:22.085525
333,494,17,432,48,2026-06-12 19:56:22.085531
334,1649,4,84,11,2026-06-12 19:56:22.085537
335,1286,12,202,32,2026-06-12 19:56:22.085543
336,1706,18,7,13,2026-06-12 19:56:22.085549
337,1813,7,96,19,2026-06-12 19:56:22.085556
338,1490,3,172,15,2026-06-12 19:56:22.085564
339,1718,16,171,25,2026-06-12 19:56:22.085570
340,1979,4,49,10,2026-06-12 19:56:22.085577
341,1420,13,50,47,2026-06-12 19:56:22.085583
342,975,7,300,11,2026-06-12 19:56:22.085589
343,1308,13,37,47,2026-06-12 19:56:22.085595
344,1136,3,300,40,2026-06-12 19:56:22.085602
345,376,15,298,49,2026-06-12 19:56:22.085608
346,1890,8,347,11,2026-06-12 19:56:22.085616
347,1700,6,101,44,2026-06-12 19:56:22.085623
348,1086,12,169,41,2026-06-12 19:56:22.085629
349,603,19,344,12,2026-06-12 19:56:22.085635
350,897,6,320,25,2026-06-12 19:56:22.085646
351,722,13,38,16,2026-06-12 19:56:22.085652
352,731,19,292,10,2026-06-12 19:56:22.085659
353,176,9,123,13,2026-06-12 19:56:22.085665
354,816,11,35,20,2026-06-12 19:56:22.085676
355,328,8,303,14,2026-06-12 19:56:22.085684
356,1930,12,149,27,2026-06-12 19:56:22.085691
357,615,16,266,15,2026-06-12 19:56:22.085697
358,1627,20,51,28,2026-06-12 19:56:22.085704
359,1232,16,137,41,2026-06-12 19:56:22.085710
360,1006,19,192,44,2026-06-12 19:56:22.085717
361,1509,5,92,19,2026-06-12 19:56:22.085724
362,1730,7,453,35,2026-06-12 19:56:22.085732
363,101,16,394,13,2026-06-12 19:56:22.085739
364,1735,4,226,33,2026-06-12 19:56:22.085745
365,1218,17,436,30,2026-06-12 19:56:22.085752
366,757,13,428,42,2026-06-12 19:56:22.085759
367,766,17,118,13,2026-06-12 19:56:22.085766
368,1281,5,82,32,2026-06-12 19:56:22.085772
369,1433,9,387,26,2026-06-12 19:56:22.085779
370,1424,19,56,36,2026-06-12 19:56:22.085786
371,1026,4,410,23,2026-06-12 19:56:22.085815
372,467,19,178,50,2026-06-12 19:56:22.085824
373,607,15,470,11,2026-06-12 19:56:22.085830
374,608,2,41,11,2026-06-12 19:56:22.085836
375,1642,14,109,16,2026-06-12 19:56:22.085842
376,1677,10,134,46,2026-06-12 19:56:22.085848
377,1135,17,152,39,2026-06-12 19:56:22.085854
378,1490,6,392,43,2026-06-12 19:56:22.085862
379,882,18,206,15,2026-06-12 19:56:22.085868
380,373,9,416,17,2026-06-12 19:56:22.085875
381,1354,7,284,18,2026-06-12 19:56:22.085880
382,676,8,63,26,2026-06-12 19:56:22.085887
383,1903,16,180,43,2026-06-12 19:56:22.085893
384,1449,14,170,22,2026-06-12 19:56:22.085899
385,1234,20,237,33,2026-06-12 19:56:22.085906
386,931,4,67,18,2026-06-12 19:56:22.085913
387,625,3,128,43,2026-06-12 19:56:22.085919
388,720,16,7,36,2026-06-12 19:56:22.085925
389,1089,4,389,14,2026-06-12 19:56:22.085932
390,12,20,464,16,2026-06-12 19:56:22.085938
391,821,16,296,49,2026-06-12 19:56:22.085945
392,1995,10,421,28,2026-06-12 19:56:22.085952
393,1658,12,236,10,2026-06-12 19:56:22.085958
394,832,10,490,27,2026-06-12 19:56:22.085965
395,609,3,61,17,2026-06-12 19:56:22.085972
396,1726,15,124,30,2026-06-12 19:56:22.085978
397,1953,6,331,32,2026-06-12 19:56:22.085984
398,17,14,329,25,2026-06-12 19:56:22.085991
399,1202,16,123,43,2026-06-12 19:56:22.085997
400,1717,20,194,36,2026-06-12 19:56:22.086002
401,851,14,138,19,2026-06-12 19:56:22.086009
402,418,2,57,11,2026-06-12 19:56:22.086025
403,143,8,355,11,2026-06-12 19:56:22.086031
404,786,9,48,22,2026-06-12 19:56:22.086038
405,1449,7,1,12,2026-06-12 19:56:22.086044
406,7,15,414,41,2026-06-12 19:56:22.086050
407,1550,17,128,29,2026-06-12 19:56:22.086057
408,1874,11,230,49,2026-06-12 19:56:22.086086
409,397,3,118,10,2026-06-12 19:56:22.086094
410,105,20,324,17,2026-06-12 19:56:22.086104
411,1646,8,99,42,2026-06-12 19:56:22.086111
412,1207,17,110,40,2026-06-12 19:56:22.086117
413,25,10,170,44,2026-06-12 19:56:22.086124
414,67,13,44,32,2026-06-12 19:56:22.086130
415,709,3,249,37,2026-06-12 19:56:22.086139
416,1084,16,125,40,2026-06-12 19:56:22.086146
417,1630,7,217,17,2026-06-12 19:56:22.086153
418,697,19,295,14,2026-06-12 19:56:22.086160
419,1523,6,48,22,2026-06-12 19:56:22.086167
420,396,1,132,30,2026-06-12 19:56:22.086174
421,733,4,40,47,2026-06-12 19:56:22.086182
422,1016,16,95,44,2026-06-12 19:56:22.086188
423,1345,17,498,20,2026-06-12 19:56:22.086195
424,1795,3,23,29,2026-06-12 19:56:22.086201
425,1911,5,181,26,2026-06-12 19:56:22.086208
426,854,5,302,45,2026-06-12 19:56:22.086216
427,182,3,104,30,2026-06-12 19:56:22.086223
428,1416,14,29,11,2026-06-12 19:56:22.086230
429,729,5,372,47,2026-06-12 19:56:22.086237
430,591,15,345,38,2026-06-12 19:56:22.086243
431,1525,3,152,15,2026-06-12 19:56:22.086250
432,1816,14,80,28,2026-06-12 19:56:22.086257
433,1636,11,158,44,2026-06-12 19:56:22.086264
434,817,20,266,49,2026-06-12 19:56:22.086270
435,1457,17,462,18,2026-06-12 19:56:22.086277
436,669,14,499,36,2026-06-12 19:56:22.086283
437,1473,3,309,45,2026-06-12 19:56:22.086290
438,1672,16,309,29,2026-06-12 19:56:22.086296
439,1471,1,173,16,2026-06-12 19:56:22.086304
440,236,13,240,42,2026-06-12 19:56:22.086310
441,571,8,414,48,2026-06-12 19:56:22.086316
442,390,9,104,26,2026-06-12 19:56:22.086323
443,1237,1,207,17,2026-06-12 19:56:22.086329
444,1825,20,10,27,2026-06-12 19:56:22.086335
445,771,1,128,19,2026-06-12 19:56:22.086342
446,1733,2,374,24,2026-06-12 19:56:22.086349
447,14,20,448,37,2026-06-12 19:56:22.086355
448,1300,6,142,23,2026-06-12 19:56:22.086362
449,119,11,262,11,2026-06-12 19:56:22.086368
450,1000,20,416,19,2026-06-12 19:56:22.086375
451,1871,14,79,42,2026-06-12 19:56:22.086382
452,1565,12,159,11,2026-06-12 19:56:22.086389
453,1865,1,173,17,2026-06-12 19:56:22.086396
454,1029,6,297,25,2026-06-12 19:56:22.086402
455,982,16,375,11,2026-06-12 19:56:22.086409
456,169,9,139,49,2026-06-12 19:56:22.086415
457,303,7,180,38,2026-06-12 19:56:22.086421
458,1032,11,162,22,2026-06-12 19:56:22.086432
459,242,4,120,40,2026-06-12 19:56:22.086438
460,1247,12,178,12,2026-06-12 19:56:22.086444
461,1881,20,450,24,2026-06-12 19:56:22.086450
462,204,17,102,10,2026-06-12 19:56:22.086456
463,945,7,29,37,2026-06-12 19:56:22.086462
464,1113,6,161,36,2026-06-12 19:56:22.086469
465,984,20,336,49,2026-06-12 19:56:22.086476
466,1371,4,248,10,2026-06-12 19:56:22.086483
467,1472,20,381,30,2026-06-12 19:56:22.086489
468,1452,11,133,27,2026-06-12 19:56:22.086495
469,1341,10,356,17,2026-06-12 19:56:22.086501
470,493,10,353,48,2026-06-12 19:56:22.086509
471,1748,11,304,14,2026-06-12 19:56:22.086516
472,959,4,37,43,2026-06-12 19:56:22.086522
473,1089,17,11,23,2026-06-12 19:56:22.086528
474,1266,4,123,25,2026-06-12 19:56:22.086542
475,79,10,41,48,2026-06-12 19:56:22.086548
476,673,13,346,22,2026-06-12 19:56:22.086555
477,1703,19,497,34,2026-06-12 19:56:22.086569
478,753,4,151,32,2026-06-12 19:56:22.086576
479,1638,15,213,14,2026-06-12 19:56:22.086583
480,962,2,411,36,2026-06-12 19:56:22.086589
481,1875,4,449,47,2026-06-12 19:56:22.086595
482,154,2,77,30,2026-06-12 19:56:22.086604
483,687,4,196,48,2026-06-12 19:56:22.086611
484,460,2,296,22,2026-06-12 19:56:22.086618
485,541,17,149,18,2026-06-12 19:56:22.086624
486,85,7,132,40,2026-06-12 19:56:22.086630
487,1688,11,123,26,2026-06-12 19:56:22.086636
488,1015,15,204,29,2026-06-12 19:56:22.086643
489,66,2,193,37,2026-06-12 19:56:22.086649
490,870,9,182,31,2026-06-12 19:56:22.086657
491,1394,20,465,38,2026-06-12 19:56:22.086663
492,501,19,390,22,2026-06-12 19:56:22.086669
493,973,15,420,26,2026-06-12 19:56:22.086676
494,450,5,200,39,2026-06-12 19:56:22.086683
495,1391,5,121,43,2026-06-12 19:56:22.086701
496,1475,9,451,22,2026-06-12 19:56:22.086707
497,997,17,468,46,2026-06-12 19:56:22.086714
498,311,19,240,48,2026-06-12 19:56:22.086722
499,548,15,454,26,2026-06-12 19:56:22.086728
500,1647,2,344,32,2026-06-12 19:56:22.086735
501,723,16,412,41,2026-06-12 19:56:22.086742
502,1641,8,251,35,2026-06-12 19:56:22.086748
503,1101,17,352,20,2026-06-12 19:56:22.086755
504,1348,5,81,31,2026-06-12 19:56:22.086762
505,533,13,384,26,2026-06-12 19:56:22.086768
506,1597,19,176,24,2026-06-12 19:56:22.086775
507,1024,12,381,42,2026-06-12 19:56:22.086781
508,328,17,75,28,2026-06-12 19:56:22.086788
509,802,11,136,14,2026-06-12 19:56:22.086794
510,1574,16,6,13,2026-06-12 19:56:22.086801
511,337,18,55,27,2026-06-12 19:56:22.086808
512,1282,19,44,19,2026-06-12 19:56:22.086814
513,493,5,137,31,2026-06-12 19:56:22.086821
514,1997,2,198,19,2026-06-12 19:56:22.086828
515,1268,12,375,48,2026-06-12 19:56:22.086834
516,1412,14,363,19,2026-06-12 19:56:22.086841
517,153,7,447,49,2026-06-12 19:56:22.086847
518,107,17,14,49,2026-06-12 19:56:22.086853
519,1319,16,170,16,2026-06-12 19:56:22.086859
520,1488,15,217,20,2026-06-12 19:56:22.086865
521,738,9,252,44,2026-06-12 19:56:22.086871
522,1271,18,473,26,2026-06-12 19:56:22.086881
523,527,14,111,21,2026-06-12 19:56:22.086887
524,1281,20,216,25,2026-06-12 19:56:22.086894
