order_id,customer_id,order_date,order_status,total_amount
125,2031,2022-06-05,Delivered,95546.55
126,1405,2023-10-25,Delivered,71416.99
127,2059,2025-09-21,Delivered,105251.58
128,207,2024-06-07,Cancelled,114164.64
129,4829,2022-12-17,Delivered,16271.4
130,2048,2026-03-20,Delivered,37607.03
131,3584,2024-05-19,Delivered,116940.06
132,3573,2024-02-11,Delivered,147195.18
133,747,2025-09-08,Delivered,7417.94
134,4743,2025-11-15,Delivered,121458.87
135,2632,2022-05-19,Pending,82090.78
136,915,2022-07-13,Packed,21634.95
137,2938,2026-02-10,Delivered,93329.14
138,582,2022-07-14,Delivered,24574.46
139,4271,2022-12-14,Delivered,142034.45
140,1204,2024-09-07,Cancelled,8731.76
141,2145,2022-10-12,Delivered,48980.74
142,3956,2025-12-30,Delivered,96905.26
143,2497,2022-01-19,Returned,83671.24
144,4285,2024-06-04,Returned,88291.55
145,1757,2025-07-04,Cancelled,149818.76
146,4189,2023-11-25,Delivered,66006.0
147,427,2024-07-15,Delivered,137852.84
148,4052,2023-09-03,Delivered,146553.05
149,2915,2025-04-05,Delivered,64064.13
150,4264,2025-10-31,Delivered,144833.36
151,3662,2026-05-10,Cancelled,78537.04
152,3010,2024-02-29,Delivered,50644.21
153,3810,2025-01-27,Delivered,137770.4
154,4303,2022-04-23,Delivered,12885.78
155,1414,2023-12-10,Delivered,132358.72
156,4675,2023-10-20,Cancelled,57520.26
157,3066,2023-07-31,Returned,18930.26
158,1428,2024-04-12,Delivered,137591.54
159,1841,2024-04-06,Delivered,54744.87
160,2647,2023-10-20,Delivered,34932.98
161,2040,2023-12-24,Delivered,92579.27
162,3641,2025-08-17,Delivered,35267.96
163,3360,2026-02-18,Confirmed,109450.47
164,2059,2026-02-24,Delivered,101604.72
165,2302,2026-05-08,Returned,85888.89
166,2238,2022-06-28,Delivered,42567.54
167,2875,2025-01-10,Delivered,59189.31
168,2531,2024-09-13,Returned,97345.33
169,3187,2025-04-20,Delivered,130128.59
170,3856,2024-09-23,Delivered,24310.26
171,2900,2024-07-22,Delivered,63968.8
172,2854,2025-10-17,Delivered,90408.65
173,900,2024-09-01,Delivered,85709.87
174,2610,2025-10-15,Delivered,124265.37
175,1988,2025-11-24,Returned,17847.71
176,3320,2023-11-15,Delivered,34689.54
177,3506,2025-10-07,Pending,24846.17
178,536,2025-08-09,Delivered,65926.81
179,525,2022-01-03,Returned,129617.87
180,3200,2024-03-14,Delivered,111818.62
181,1324,2025-02-14,Returned,144268.26
182,1506,2022-06-14,Delivered,118519.34
183,968,2024-08-21,Delivered,118775.37
184,1351,2022-02-07,Delivered,122374.49
185,1539,2026-01-25,Delivered,5558.55
186,733,2023-03-18,Cancelled,149632.85
187,1017,2023-01-20,Confirmed,53219.09
188,3035,2024-08-06,Delivered,79674.22
189,3093,2025-08-28,Delivered,96811.38
190,337,2023-06-04,Delivered,133703.02
191,944,2022-02-04,Delivered,124684.33
192,3568,2024-05-27,Delivered,134726.91
193,3578,2024-06-21,Returned,22723.24
194,802,2024-04-23,Delivered,117073.93
195,3921,2023-09-09,Returned,37497.59
196,2646,2026-05-13,Delivered,23784.52
197,4104,2023-08-04,Delivered,4256.82
198,4245,2022-01-27,Cancelled,118537.49
199,3367,2022-09-05,Delivered,78332.17
200,1230,2024-07-17,Delivered,71490.39
201,2493,2025-07-19,Delivered,85692.71
202,4189,2022-10-07,Delivered,117662.86
203,455,2025-05-08,Cancelled,91299.48
204,1469,2025-05-31,Pending,114762.86
205,4795,2023-02-27,Delivered,55087.27
206,2147,2025-05-27,Delivered,68641.71
207,2825,2023-10-24,Delivered,20810.3
208,968,2026-03-21,Returned,108103.71
209,4610,2025-04-25,Delivered,109115.96
210,1386,2025-07-31,Delivered,140225.94
211,4947,2024-09-19,Delivered,45431.56
212,1805,2023-09-14,Delivered,36592.63
213,2236,2025-06-03,Cancelled,83250.96
214,2643,2026-02-11,Delivered,101932.54
215,1795,2025-03-02,Delivered,4528.54
216,4597,2022-11-22,Cancelled,12021.46
217,1266,2022-05-30,Delivered,56799.75
218,4562,2025-09-20,Delivered,15999.08
219,4624,2024-01-21,Packed,106165.54
220,521,2023-11-17,Delivered,136582.51
221,194,2023-07-13,Shipped,35302.46
222,704,2026-05-20,Delivered,8312.74
223,2704,2024-05-17,Delivered,111917.43
224,4571,2024-08-11,Delivered,65453.33
225,2159,2025-01-11,Delivered,90612.93
226,3669,2022-10-01,Delivered,118302.96
227,4093,2024-03-04,Delivered,113925.91
228,4841,2024-10-15,Delivered,103749.03
229,3432,2024-08-24,Delivered,80064.25
230,4832,2023-11-15,Returned,52503.12
231,3912,2023-02-18,Confirmed,73767.51
232,371,2022-11-21,Delivered,54334.34
233,76,2025-01-24,Delivered,70763.31
234,2667,2025-08-28,Delivered,70120.82
235,2021,2025-09-07,Delivered,145934.57
236,917,2024-06-29,Returned,136764.72
237,148,2025-01-10,Delivered,116556.24
238,4954,2025-06-18,Confirmed,4900.95
239,2034,2022-08-27,Delivered,88887.68
240,2157,2022-03-27,Delivered,12855.52
241,1000,2022-11-23,Delivered,34132.33
242,823,2024-11-14,Delivered,148802.17
243,2478,2025-03-15,Delivered,100968.56
244,3692,2022-11-14,Returned,22072.91
245,4095,2023-07-04,Delivered,61614.03
246,1059,2023-06-19,Delivered,1692.34
247,4651,2024-04-14,Delivered,92944.19
248,837,2023-09-30,Packed,106885.03
249,4707,2025-12-04,Delivered,44778.14
250,3151,2024-07-27,Delivered,55922.84
251,2135,2024-07-26,Delivered,92137.58
252,3539,2025-02-28,Packed,103498.71
253,2512,2022-07-29,Delivered,120901.89
254,1547,2022-01-31,Returned,106163.93
255,4607,2024-03-28,Delivered,81077.6
256,3533,2025-07-02,Delivered,35373.91
257,2502,2023-10-22,Delivered,130852.54
258,899,2023-03-23,Returned,88614.64
259,4619,2026-01-19,Delivered,115302.52
260,1880,2023-06-21,Delivered,101962.35
261,4471,2024-01-07,Returned,104549.4
262,1883,2022-11-12,Delivered,64659.92
263,4369,2024-07-05,Delivered,62436.27
264,4770,2023-05-24,Delivered,8567.91
265,48,2023-11-23,Delivered,29795.48
266,1799,2023-05-16,Delivered,61054.83
267,4240,2024-03-12,Delivered,101899.88
268,507,2024-03-27,Delivered,105823.94
269,1417,2023-07-14,Delivered,96124.1
270,645,2026-01-12,Delivered,23806.48
271,3417,2022-02-14,Delivered,110101.13
272,3735,2022-10-24,Delivered,42589.85
273,4960,2024-03-24,Delivered,76487.79
274,4999,2025-01-09,Delivered,79733.1
275,952,2023-02-18,Delivered,86610.87
276,4233,2025-03-09,Delivered,140765.04
277,4178,2022-07-11,Delivered,117183.83
278,2248,2023-08-13,Pending,140825.66
279,4774,2026-03-04,Delivered,71415.94
280,1595,2025-11-30,Packed,93168.44
281,1653,2022-01-16,Returned,15345.27
282,4603,2023-10-14,Returned,7069.77
283,543,2024-07-13,Pending,53474.03
284,167,2023-11-12,Delivered,124019.93
285,2172,2022-02-21,Delivered,4097.06
286,3458,2022-07-03,Cancelled,23462.73
287,2469,2024-10-09,Delivered,80378.96
288,2556,2025-02-25,Delivered,72031.97
289,4399,2022-03-12,Cancelled,60890.19
290,3223,2026-04-06,Delivered,21773.28
291,2421,2024-11-16,Delivered,140196.15
292,4430,2025-09-30,Delivered,56188.99
293,668,2025-02-25,Delivered,122539.95
294,31,2024-10-18,Delivered,92884.55
295,2316,2026-05-11,Delivered,146443.73
296,1090,2026-04-08,Delivered,25792.29
297,4194,2024-12-14,Delivered,130266.83
298,3881,2023-09-14,Delivered,31168.75
299,3294,2023-08-28,Delivered,140664.48
300,3586,2025-07-14,Returned,111241.87
301,2489,2025-03-26,Returned,120847.04
302,4605,2022-09-26,Delivered,50724.27
303,558,2024-09-24,Delivered,333.22
304,764,2022-03-24,Delivered,55621.34
305,4642,2025-06-14,Delivered,49629.13
306,2892,2023-04-30,Cancelled,74378.46
307,4656,2023-03-19,Cancelled,92238.94
308,4595,2022-11-28,Cancelled,147408.34
309,1046,2022-07-27,Delivered,34893.39
310,1357,2025-04-11,Delivered,130159.0
311,2639,2025-02-11,Delivered,106995.06
312,1323,2025-05-19,Delivered,43899.97
313,1901,2022-08-10,Returned,48089.09
314,3277,2023-10-21,Delivered,107713.78
315,3725,2023-02-27,Confirmed,43438.54
316,1129,2024-04-06,Delivered,123314.69
317,1281,2023-12-15,Delivered,50023.93
318,2362,2025-03-13,Delivered,128104.22
319,333,2025-06-26,Delivered,75160.6
320,2903,2024-09-12,Delivered,12174.7
321,2913,2022-03-15,Delivered,125207.44
322,3367,2023-03-12,Cancelled,35018.86
323,482,2024-12-03,Delivered,9190.92
324,1353,2026-02-06,Delivered,13665.53
325,3825,2023-01-14,Cancelled,62456.02
326,310,2023-03-18,Delivered,122141.2
327,843,2024-09-27,Delivered,65309.64
328,167,2022-09-14,Delivered,41025.64
329,3865,2022-05-26,Delivered,137001.85
330,3776,2025-05-22,Delivered,70647.7
331,4807,2026-03-24,Delivered,94269.88
332,4712,2023-03-14,Delivered,113956.62
333,1775,2023-01-23,Cancelled,59113.21
334,4275,2023-09-27,Shipped,90598.22
335,741,2022-07-16,Delivered,69349.85
336,3285,2022-12-02,Delivered,92825.99
337,1195,2025-08-16,Delivered,121913.88
338,1940,2023-11-14,Delivered,118725.21
339,4284,2024-05-10,Delivered,145608.26
340,2317,2024-08-10,Delivered,114877.29
341,1033,2025-05-20,Delivered,11747.58
342,83,2025-11-15,Delivered,75791.03
343,3813,2025-12-13,Cancelled,1190.57
344,1517,2024-01-24,Delivered,86734.5
345,3090,2023-02-25,Delivered,76537.39
346,1818,2025-03-02,Returned,30781.69
347,4090,2022-02-10,Cancelled,22454.15
348,4350,2024-02-11,Delivered,102801.79
349,2969,2025-09-18,Delivered,71429.08
350,4098,2022-11-19,Returned,15280.77
351,435,2024-10-29,Delivered,108998.8
352,4078,2024-01-24,Returned,24964.0
353,833,2025-09-18,Delivered,141988.47
354,2394,2023-02-24,Delivered,90107.73
355,118,2023-06-15,Returned,20889.71
356,3581,2022-05-11,Returned,106095.5
357,876,2023-09-26,Delivered,120699.89
358,1287,2025-05-01,Cancelled,16139.79
359,4731,2023-11-04,Cancelled,123962.13
360,4976,2025-08-02,Confirmed,137779.39
361,494,2025-02-27,Delivered,9511.76
362,1120,2023-06-18,Delivered,74408.64
363,900,2022-02-03,Pending,122725.02
364,1678,2026-02-17,Delivered,30607.4
365,840,2025-04-04,Delivered,48126.89
366,4107,2024-01-28,Delivered,132943.51
367,3783,2024-03-23,Returned,63372.97
368,807,2026-01-25,Delivered,62120.51
369,4947,2025-07-23,Returned,68659.08
370,3316,2024-08-12,Delivered,45021.73
371,1825,2024-07-08,Delivered,76054.14
372,950,2026-03-22,Delivered,45154.64
373,3318,2022-10-11,Delivered,27434.56
374,1628,2026-03-11,Returned,101416.37
375,1763,2023-04-20,Confirmed,126709.23
376,1103,2025-05-08,Returned,133246.41
377,4529,2023-08-09,Delivered,20730.06
378,2559,2022-03-21,Delivered,29855.36
379,1663,2025-11-10,Returned,65935.1
380,3947,2026-05-19,Delivered,35037.48
381,3026,2025-06-13,Delivered,103033.67
382,379,2023-07-07,Delivered,123444.9
383,1284,2024-10-17,Delivered,99136.27
384,732,2026-05-10,Delivered,50338.98
385,4428,2024-05-25,Delivered,129653.47
386,2314,2024-08-30,Delivered,42788.78
387,3812,2024-04-22,Delivered,91075.11
388,3521,2026-01-03,Delivered,69473.33
389,2889,2023-04-09,Returned,69933.85
390,634,2026-04-27,Delivered,127420.52
391,1157,2024-01-14,Delivered,55861.34
392,2654,2022-11-25,Delivered,124314.75
393,2603,2026-01-31,Cancelled,46772.86
394,2051,2023-07-21,Delivered,139822.51
395,4023,2022-07-20,Cancelled,56417.24
396,4870,2024-03-20,Delivered,61744.31
397,3506,2024-07-27,Delivered,33809.41
398,4393,2025-09-19,Delivered,47308.5
399,4627,2023-01-12,Delivered,148279.86
400,1286,2025-10-17,Pending,16895.64
401,2240,2023-06-17,Confirmed,111388.75
402,1434,2025-01-27,Cancelled,60491.84
403,4600,2024-03-03,Delivered,51347.44
404,2068,2022-10-11,Returned,102921.4
405,4860,2023-10-24,Delivered,49456.43
406,2619,2025-06-26,Delivered,74933.58
407,1691,2024-05-24,Delivered,134077.52
408,3865,2024-04-01,Delivered,46208.09
409,1012,2025-08-23,Delivered,78157.9
410,4254,2022-06-03,Delivered,20958.36
411,1088,2024-03-10,Delivered,99123.73
412,2777,2023-08-19,Delivered,71894.38
413,3661,2026-05-18,Confirmed,42412.44
414,4271,2025-02-25,Delivered,45619.16
415,3024,2025-12-26,Delivered,30126.66
416,4556,2026-03-12,Delivered,110314.96
417,2640,2024-09-12,Delivered,147593.55
418,3671,2026-02-24,Cancelled,142717.99
419,3138,2023-06-13,Cancelled,707.31
420,4170,2023-10-24,Delivered,145902.81
421,3285,2026-02-12,Delivered,139568.4
422,3207,2025-03-13,Delivered,140919.79
423,1922,2023-01-22,Delivered,40682.78
424,3245,2023-01-02,Delivered,42378.71
425,591,2026-01-27,Delivered,126541.29
426,3399,2023-05-17,Confirmed,88583.85
427,704,2025-08-10,Returned,92597.7
428,3713,2024-02-04,Delivered,55430.72
429,425,2023-01-26,Delivered,36291.79
430,1972,2024-12-01,Delivered,40131.78
431,1841,2024-05-16,Delivered,17265.57
432,2641,2022-06-16,Delivered,132617.55
433,846,2023-12-11,Delivered,84016.16
434,104,2023-01-03,Delivered,14287.71
435,3325,2025-01-29,Delivered,91915.56
436,4683,2022-09-11,Delivered,18774.0
437,3767,2024-10-14,Delivered,46246.23
438,3420,2022-04-30,Delivered,118621.5
439,2428,2024-11-20,Delivered,144197.73
440,3125,2022-12-03,Delivered,87413.21
441,4189,2022-01-20,Delivered,5178.53
442,729,2023-07-23,Delivered,59244.55
443,740,2023-12-08,Delivered,102919.49
444,4462,2025-06-10,Shipped,116506.17
445,1976,2025-12-29,Delivered,89996.51
446,4415,2022-09-28,Delivered,76390.89
447,4946,2026-01-16,Delivered,123976.79
448,1268,2023-01-13,Delivered,89033.89
449,2500,2025-08-16,Delivered,120198.52
450,900,2023-07-30,Returned,31079.26
451,3840,2022-08-13,Delivered,130198.79
452,3132,2024-07-10,Shipped,3593.36
453,4955,2025-08-26,Delivered,47356.02
454,1505,2023-09-16,Delivered,30395.49
455,4070,2023-05-09,Delivered,50491.75
456,18,2022-08-19,Delivered,60502.22
457,4314,2022-11-17,Delivered,8839.77
458,2844,2023-11-23,Delivered,2578.71
459,40,2022-12-13,Cancelled,81104.95
460,4964,2023-04-03,Delivered,12580.84
461,689,2024-05-29,Delivered,34560.61
462,3724,2024-03-06,Pending,87167.49
463,4396,2023-07-30,Returned,55735.71
464,84,2024-06-15,Returned,106158.03
465,441,2024-03-12,Cancelled,63021.27
466,2542,2023-12-23,Delivered,146039.37
467,4756,2023-08-30,Cancelled,39260.4
468,4654,2024-01-31,Delivered,6109.8
469,4580,2025-06-12,Returned,34905.9
470,2640,2022-05-09,Delivered,26385.47
471,3821,2024-12-24,Delivered,110250.34
472,644,2026-02-06,Delivered,32782.06
473,2232,2026-02-03,Delivered,90828.25
474,2096,2023-07-01,Confirmed,45969.9
475,4760,2023-09-07,Delivered,115291.73
476,2667,2024-09-03,Delivered,111507.46
477,33,2025-03-04,Delivered,42457.34
478,4390,2024-08-20,Delivered,94035.91
479,1241,2026-03-05,Delivered,38840.4
480,2056,2025-11-19,Delivered,141459.8
481,3359,2022-09-29,Delivered,78512.27
482,136,2025-05-19,Delivered,129234.99
483,4215,2025-07-15,Delivered,23471.29
484,4489,2022-06-18,Delivered,43937.65
485,1031,2025-09-17,Delivered,28265.25
486,1802,2026-04-29,Delivered,125009.24
487,1566,2025-07-25,Delivered,37747.68
488,248,2022-01-16,Cancelled,148108.35
489,4930,2022-08-31,Shipped,31515.35
490,3347,2022-05-26,Delivered,93938.28
491,4629,2025-06-17,Delivered,15061.86
492,1215,2023-10-14,Delivered,17918.96
493,2044,2024-03-16,Returned,42343.67
494,1638,2023-08-30,Cancelled,75914.61
495,4425,2024-01-04,Delivered,59442.2
496,4311,2024-03-30,Delivered,137366.78
497,3913,2024-09-13,Delivered,59600.21
498,4641,2025-08-06,Delivered,132153.47
499,3311,2026-04-25,Delivered,73682.05
500,4939,2025-01-16,Delivered,53873.42
501,4150,2022-01-08,Delivered,18383.58
502,1097,2023-07-20,Delivered,122844.22
503,2554,2022-07-18,Delivered,130991.39
504,2273,2023-06-29,Delivered,93610.57
505,4635,2022-07-29,Delivered,78349.76
506,1968,2026-01-01,Delivered,27213.78
507,3574,2024-02-05,Delivered,34319.27
508,1439,2024-09-17,Delivered,114853.91
509,2335,2024-03-15,Cancelled,136689.43
510,4334,2024-06-08,Returned,72248.32
511,1,2025-06-21,Delivered,70290.47
512,354,2024-10-04,Delivered,11961.41
513,2162,2024-08-13,Delivered,26440.05
514,3369,2023-01-27,Delivered,102988.93
515,1829,2024-08-17,Confirmed,33652.46
516,4519,2022-05-20,Delivered,127530.79
517,2973,2022-10-14,Returned,132438.14
518,4934,2025-08-20,Confirmed,61263.7
519,3308,2024-05-13,Pending,55989.13
520,4639,2025-11-12,Delivered,48156.57
521,266,2023-12-13,Delivered,38343.66
522,3242,2022-07-15,Delivered,56268.57
523,4023,2024-03-10,Delivered,134630.66
524,3204,2023-06-02,Delivered,79854.3
525,1963,2025-01-11,Delivered,107463.94
526,1083,2025-12-30,Delivered,46151.39
527,2053,2023-07-08,Delivered,15335.68
528,2802,2025-07-21,Delivered,102223.36
529,3415,2022-11-09,Delivered,8497.06
530,679,2022-10-02,Pending,113877.78
531,207,2024-05-15,Delivered,120292.93
532,1458,2022-03-07,Pending,28319.24
533,2927,2025-05-24,Delivered,90603.35
534,2198,2022-03-29,Delivered,58496.9
535,3820,2022-10-10,Returned,105084.9
536,480,2024-08-24,Pending,3659.95
537,3954,2025-08-11,Cancelled,130182.73
538,17,2023-07-26,Delivered,78588.01
539,270,2023-11-11,Cancelled,83296.93
540,828,2025-11-26,Delivered,15073.6
541,4157,2025-07-07,Delivered,14268.23
542,2892,2022-12-01,Delivered,104105.96
543,2853,2023-09-10,Returned,97857.78
544,1023,2024-11-15,Delivered,8119.83
545,819,2024-10-16,Returned,140080.23
546,1248,2024-06-11,Delivered,101414.55
547,2750,2026-04-02,Returned,77579.53
548,1202,2025-01-22,Delivered,106884.87
549,2297,2025-05-25,Cancelled,103671.19
550,3704,2025-09-06,Delivered,22789.23
551,1642,2024-09-14,Delivered,123599.4
552,4349,2023-05-29,Delivered,113340.39
553,925,2026-02-27,Delivered,71980.37
554,481,2024-12-17,Delivered,85384.71
555,265,2025-08-27,Delivered,115128.1
556,3585,2022-06-08,Delivered,17200.3
557,1198,2026-01-15,Delivered,38493.31
558,1408,2026-03-21,Delivered,6478.3
559,1856,2025-11-09,Delivered,69191.06
560,1345,2026-01-04,Cancelled,46915.3
561,3625,2025-01-29,Delivered,83298.8
562,4964,2024-02-17,Returned,99975.89
563,723,2023-05-05,Delivered,101724.39
564,3407,2025-07-30,Delivered,52109.39
565,1958,2024-03-03,Confirmed,148427.96
566,4620,2022-03-21,Pending,84911.41
567,101,2025-01-11,Delivered,4680.57
568,2154,2022-11-26,Delivered,122382.84
569,2016,2022-01-25,Delivered,69868.6
570,3428,2023-05-04,Delivered,121193.73
571,2478,2022-12-12,Delivered,139890.94
572,3224,2022-06-14,Delivered,45143.1
573,4415,2025-09-22,Returned,121893.93
574,3049,2023-12-03,Returned,99265.23
575,605,2026-02-07,Delivered,68866.21
576,3196,2025-08-28,Delivered,89988.25
577,230,2023-05-24,Delivered,35628.57
578,1782,2023-02-08,Confirmed,112486.22
579,1040,2025-01-02,Delivered,81274.07
580,3040,2025-05-29,Delivered,129778.0
581,2541,2023-11-26,Delivered,88494.26
582,3568,2022-08-14,Delivered,84029.37
583,1436,2023-11-30,Cancelled,21441.24
584,1115,2024-09-17,Delivered,35419.14
585,3560,2025-07-14,Returned,48461.04
586,4242,2025-05-30,Delivered,14970.59
587,4849,2025-02-15,Returned,125582.78
588,217,2022-02-08,Delivered,50037.51
589,3378,2022-06-10,Delivered,109134.41
590,4331,2022-02-24,Delivered,374.78
591,3635,2024-04-25,Delivered,109563.24
592,3151,2024-06-19,Cancelled,4752.09
593,1222,2024-05-25,Cancelled,66755.6
594,2036,2023-08-18,Delivered,108330.62
595,3709,2023-03-07,Delivered,5710.1
596,1229,2022-02-22,Cancelled,33595.59
597,124,2023-10-12,Delivered,74546.98
598,4471,2025-12-29,Delivered,73965.31
599,4075,2024-11-16,Delivered,21964.19
600,2272,2025-06-11,Delivered,92815.68
601,1709,2022-12-31,Returned,35651.7
602,1886,2024-10-28,Pending,92718.52
603,3058,2026-02-08,Pending,27423.93
604,4147,2025-09-01,Delivered,55169.43
605,2527,2025-09-13,Delivered,112745.36
606,2482,2022-03-13,Cancelled,138728.64
607,2042,2024-01-03,Pending,101285.25
608,2766,2022-10-13,Returned,123814.44
609,355,2023-05-12,Delivered,81894.92
610,1742,2024-10-01,Delivered,98207.24
611,630,2025-05-03,Pending,29745.67
612,3289,2023-07-18,Cancelled,129964.74
613,2679,2026-04-11,Delivered,61854.48
614,4020,2022-04-21,Delivered,44113.23
615,4138,2024-04-29,Delivered,50602.06
616,4462,2024-05-25,Delivered,40687.98
617,4927,2024-05-27,Delivered,110764.84
618,2688,2025-01-09,Confirmed,81875.37
619,1329,2025-07-17,Delivered,26344.42
620,3216,2022-01-10,Delivered,96580.94
621,1998,2023-06-26,Delivered,45534.93
622,4517,2023-03-17,Shipped,78320.46
623,661,2022-09-04,Delivered,108252.8
624,486,2025-03-17,Delivered,125394.53
625,4099,2023-07-09,Returned,23313.64
626,4268,2022-09-15,Cancelled,54008.86
627,4616,2023-02-03,Delivered,149911.17
628,3706,2024-10-08,Delivered,99361.12
629,4010,2024-05-14,Delivered,5086.75
630,260,2023-09-07,Delivered,55330.97
631,1992,2022-06-09,Pending,71934.51
632,961,2025-05-27,Delivered,68370.05
633,473,2023-11-08,Delivered,41896.09
634,1357,2025-07-13,Delivered,62253.27
635,1366,2022-04-28,Delivered,130799.13
636,16,2024-06-15,Delivered,51564.56
637,3706,2024-05-28,Returned,72246.77
638,3491,2022-02-15,Confirmed,3294.95
639,1450,2026-04-12,Delivered,41037.81
640,1795,2024-04-02,Delivered,98722.09
641,2338,2022-11-14,Delivered,70715.39
